polstn,pol,stn,stn_no,lat,lon,tribmarsh,region,loc,loc_code,habitat,tidesta,station_name
NB-1765,NB-1765,NA,NA,37.565486,-122.167694,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1766,NB-1766,NA,NA,37.565485,-122.156336,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1767,NB-1767,NA,NA,37.565336,-122.141014,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1768,NB-1768,NA,NA,37.557076,-122.238379,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1769,NB-1769,NA,NA,37.557039,-122.224107,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1770,NB-1770,NA,NA,37.557038,-122.212861,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1771,NB-1771,NA,NA,37.557039,-122.201313,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1772,NB-1772,NA,NA,37.557039,-122.189893,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1773,NB-1773,NA,NA,37.557039,-122.178751,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1774,NB-1774,NA,NA,37.557039,-122.167695,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1775,NB-1775,NA,NA,37.557038,-122.156336,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1776,NB-1776,NA,NA,37.557039,-122.144444,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1777,NB-1777,NA,NA,37.556882,-122.13269,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1778,NB-1778,NA,NA,37.549298,-122.227606,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1779,NB-1779,NA,NA,37.548829,-122.212862,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1780,NB-1780,NA,NA,37.548829,-122.201306,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1781,NB-1781,NA,NA,37.54883,-122.189887,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1782,NB-1782,NA,NA,37.54883,-122.178747,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1783,NB-1783,NA,NA,37.54883,-122.167696,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1784,NB-1784,NA,NA,37.548829,-122.156337,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1785,NB-1785,NA,NA,37.54883,-122.144442,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1786,NB-1786,NA,NA,37.548829,-122.133009,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1787,NB-1787,NA,NA,37.548357,-122.123465,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1788,NB-1788,NA,NA,37.542508,-122.212785,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1789,NB-1789,NA,NA,37.541156,-122.200939,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1790,NB-1790,NA,NA,37.540198,-122.189875,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1791,NB-1791,NA,NA,37.540194,-122.178743,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1792,NB-1792,NA,NA,37.540194,-122.167698,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1793,NB-1793,NA,NA,37.540194,-122.156338,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1794,NB-1794,NA,NA,37.540194,-122.14444,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1795,NB-1795,NA,NA,37.540194,-122.133009,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1796,NB-1796,NA,NA,37.540071,-122.121571,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1797,NB-1797,NA,NA,37.531717,-122.189797,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1798,NB-1798,NA,NA,37.531779,-122.178739,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1799,NB-1799,NA,NA,37.531749,-122.167699,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-180,NB-180,NA,NA,38.259608,-122.285096,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-1800,NB-1800,NA,NA,37.531748,-122.156338,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1801,NB-1801,NA,NA,37.531749,-122.144438,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1802,NB-1802,NA,NA,37.531749,-122.133009,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1803,NB-1803,NA,NA,37.531749,-122.122372,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1804,NB-1804,NA,NA,37.531524,-122.114787,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1805,NB-1805,NA,NA,37.516879,-122.208276,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1806,NB-1806,NA,NA,37.523662,-122.178634,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1807,NB-1807,NA,NA,37.523595,-122.1677,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1808,NB-1808,NA,NA,37.523594,-122.156339,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1809,NB-1809,NA,NA,37.523594,-122.144436,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1810,NB-1810,NA,NA,37.523594,-122.133009,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1811,NB-1811,NA,NA,37.523594,-122.122372,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1812,NB-1812,NA,NA,37.523537,-122.114023,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1813,NB-1813,NA,NA,37.515651,-122.176895,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1814,NB-1814,NA,NA,37.515507,-122.167702,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1815,NB-1815,NA,NA,37.515509,-122.15634,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1816,NB-1816,NA,NA,37.515513,-122.144435,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1817,NB-1817,NA,NA,37.515516,-122.133009,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1818,NB-1818,NA,NA,37.515519,-122.122373,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1819,NB-1819,NA,NA,37.51551,-122.113789,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1820,NB-1820,NA,NA,37.507331,-122.167317,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1821,NB-1821,NA,NA,37.506909,-122.156342,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1822,NB-1822,NA,NA,37.507672,-122.144899,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1823,NB-1823,NA,NA,37.508808,-122.132912,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-1824,NB-1824,NA,NA,37.509882,-122.12355,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"SAN MATEO BRIDGE, EAST END",9414637
NB-190,NB-190,NA,NA,38.251454,-122.284446,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-200,NB-200,NA,NA,38.242509,-122.285838,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-201,NB-201,NA,NA,38.24867,-122.289245,Napa River,North Bay,Horseshoe Bend,HOR,Slough,"NAPA, NAPA RIVER",9415623
NB-201Pond,NB-201Pond,NA,NA,38.250753,-122.288237,Napa River,North Bay,Horseshoe Bend Restored Pond South,HBS,Restoration Pond,"NAPA, NAPA RIVER",9415623
NB-203,NB-203,NA,NA,38.253,-122.290145,Napa River,North Bay,Horseshoe Bend,HOR,Slough,"NAPA, NAPA RIVER",9415623
NB-203Pond,NB-203Pond,NA,NA,38.260421,-122.292478,Napa River,North Bay,Horseshoe Bend Restored Pond North,HBN,Restoration Pond,"NAPA, NAPA RIVER",9415623
NB-210,NB-210,NA,NA,38.234721,-122.288939,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-220,NB-220,NA,NA,38.22978,-122.297601,Napa River,North Bay,Napa River,NPR,Mainstem,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-230,NB-230,NA,NA,38.224995,-122.306303,Napa River,North Bay,Napa River,NPR,Mainstem,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-232,NB-232 ,NA ,NA,#N/A,#N/A,Napa River,North Bay,Napa River,NPR,Slough  ,"BRAZOS DRAWBRIDGE, NAPA RIVER, CA",9415446
NB-240,NB-240,NA,NA,38.217411,-122.310045,Napa River,North Bay,Napa River,NPR,Mainstem,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-242,NB-242,NA,NA,38.218628,-122.30424,Napa River,North Bay,Steamboat Slough,SBS,Slough,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-244,NB-244,NA,NA,38.221193,-122.300031,Napa River,North Bay,Steamboat Slough,SBS,Slough,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-246,NB-246,NA,NA,38.225561,-122.302254,Napa River,North Bay,Steamboat Slough,SBS,Slough,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-250,NB-250,NA,NA,38.209007,-122.3074,Napa River,North Bay,Napa River,NPR,Mainstem,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-252,NB-252,NA,NA,38.213346,-122.303082,Napa River,North Bay,Fagan Slough,FAG,Slough Adjacent to Restoration Pond,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-254,NB-254,NA,NA,38.212979,-122.293987,Napa River,North Bay,Fagan Slough,FAG,Slough Adjacent to Restoration Pond,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-256,NB-256,NA,NA,38.217454,-122.292597,Napa River,North Bay,Fagan Slough,FAG,Slough Adjacent to Restoration Pond,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-260,NB-260,NA,NA,38.201268,-122.311752,Napa River,North Bay,Napa River,NPR,Mainstem,"BRAZOS DRAWBRIDGE,NAPA RIVER",9415446
NB-270,NB-270,NA,NA,38.192413,-122.314112,Napa River,North Bay,Napa River,NPR,Mainstem,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-271,NB-271,NA,NA,38.194499,-122.318832,Napa River,North Bay,Mud Slough Napa,MDN,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-271Pond,NB-271Pond,NA,NA,38.198101,-122.338375,Napa River,North Bay,HCU Pond 7,N7,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-273,NB-273,NA,NA,38.201991,-122.323289,Napa River,North Bay,Mud Slough Napa,MDN,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-273Pond,NB-273Pond,NA,NA,38.201971,-122.342011,Napa River,North Bay,HCU Pond 7A,N7,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-275,NB-275,NA,NA,38.207014,-122.32019,Napa River,North Bay,Mud Slough Napa,MDN,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-275Pond,NB-275Pond,NA,NA,38.199863,-122.319162,Napa River,North Bay,HCU Pond 8,N8,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-280,NB-280,NA,NA,38.183191,-122.311982,Napa River,North Bay,Napa River,NPR,Mainstem,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-281,NB-281,NA,NA,38.184406,-122.320496,Napa River,North Bay,Napa Slough,NPS,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-281Pond,NB-280Pond,NA,NA,#N/A,#N/A,Napa River,North Bay,NRU Pond 5,N5,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-283,NB-283,NA,NA,38.190885,-122.32935,Napa River,North Bay,Napa Slough,NPS,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-283Pond,NB-283Pond,NA,NA,38.162479,-122.32377,Napa River,North Bay,NRU Pond 2,N2,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-285,NB-285,NA,NA,38.191268,-122.338042,Napa River,North Bay,Napa Slough,NPS,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-285A,NB-285A,NA,NA,38.180654,-122.336949,Napa River,North Bay,Napa Slough,NPS,Slough Adjacent to Restoration Pond,"NAPA, NAPA RIVER",9415623
NB-285Pond,NB-285Pond,NA,NA,38.161985,-122.342808,Napa River,North Bay,NRU Pond 2,N2,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-287,NB-287,NA,NA,38.191805,-122.348144,Napa River,North Bay,Napa Slough,NPS,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-287Pond,NB-287Pond,NA,NA,38.187669,-122.349059,Napa River,North Bay,NRU Pond 6A,N6,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-289,NB-289,NA,NA,38.196402,-122.35669,Napa River,North Bay,Napa Slough,NPS,Slough Adjacent to Restoration Pond,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-289Pond,NB-289Pond,NA,NA,38.175536,-122.352201,Napa River,North Bay,NRU Pond 6,N6,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-290,NB-290,NA,NA,38.17978,-122.302233,Napa River,North Bay,Napa River,NPR,Mainstem,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-290Pond,NB-290Pond,NA,NA,38.170272,-122.310627,Napa River,North Bay,NRU Pond 4,N4,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-300,NB-300,NA,NA,37.454726,-121.941563,Napa River,North Bay,Napa River,NPR,Mainstem,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-300Pond,NB-300Pond,NA,NA,38.168554,-122.300731,Napa River,North Bay,NRU Pond 4,N4,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-310,NB-310,NA,NA,37.455548,-121.949729,Napa River,North Bay,Napa River,NPR,Mainstem,"EDGERLEY ISLAND, NAPA RIVER",9415415
NB-310Pond,NB-310Pond,NA,NA,38.160168,-122.311473,Napa River,North Bay,NRU Pond 4,N4,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-320,NB-320,NA,NA,37.459986,-121.955488,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-320Pond,NB-320Pond,NA,NA,38.158859,-122.302268,Napa River,North Bay,NRU Pond 4,N4,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-330,NB-330,NA,NA,38.149347,-122.289791,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-330Pond,NB-330Pond,NA,NA,38.147678,-122.302814,Napa River,North Bay,NRU Pond 4,N4,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-340,NB-340,NA,NA,38.144023,-122.277073,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-341,NB-341,NA,NA,38.143192,-122.293005,Napa River,North Bay,South Slough,SSL,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-341Pond,NB-341Pond,NA,NA,38.137896,-122.291239,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-343,NB-343,NA,NA,38.141564,-122.304206,Napa River,North Bay,South Slough,SSL,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-343B,NB-343B,NA,,38.15308,-122.30443,Napa River,North Bay,South Slough,SSL,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-343B,NB-343B,NA,,38.15308,-122.30443,Napa River,North Bay,South Slough,SSL,Slough Adjacent to Restoration Pond,,
NB-343Pond,NB-343Pond,NA,NA,38.137765,-122.302884,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-345,NB-345,NA,NA,38.146363,-122.312453,Napa River,North Bay,South Slough,SSL,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-345Pond,NB-345Pond,NA,NA,38.144493,-122.315567,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-347,NB-347,NA,NA,38.149333,-122.318689,Napa River,North Bay,South Slough,SSL,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-347Pond,NB-347Pond,NA,NA,38.142435,-122.324321,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-349Pond,NB-349Pond,NA,NA,38.151459,-122.321077,Napa River,North Bay,NRU Pond 2A,N2,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-350,NB-350,NA,NA,38.134406,-122.27637,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-360,NB-360,NA,NA,38.124709,-122.279063,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-361,NB-361,NA,NA,38.12191,-122.289746,Napa River,North Bay,Dutchman Slough,DUT,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-361Pond,NB-361Pond,NA,NA,38.127806,-122.290656,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-363,NB-363,NA,NA,38.125415,-122.298345,Napa River,North Bay,Dutchman Slough,DUT,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-365,NB-365,NA,NA,38.130112,-122.304742,Napa River,North Bay,Dutchman Slough,DUT,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-365Pond,NB-365Pond,NA,NA,38.131458,-122.301848,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-367,NB-367,NA,NA,38.135966,-122.312526,Napa River,North Bay,Dutchman Slough,DUT,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-367Pond,NB-367Pond,NA,NA,38.138417,-122.313299,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-369,NB-369,NA,NA,38.137661,-122.320556,Napa River,North Bay,Dutchman Slough,DUT,Slough Adjacent to Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-369Pond,NB-369Pond,NA,NA,38.139203,-122.322916,Napa River,North Bay,NRU Pond 3 Knight Island,N3,Restoration Pond,"MARE ISLAND STAIT, CA",9415165
NB-370,NB-370,NA,NA,38.116482,-122.277843,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-380,NB-380,NA,NA,38.108517,-122.272443,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-390,NB-390,NA,NA,38.100993,-122.266421,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND STAIT, CA",9415165
NB-400,NB-400,NA,NA,38.09343,-122.259545,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND, CA",9415218
NB-410,NB-410,NA,NA,38.08663,-122.253353,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND, CA",9415218
NB-420,NB-420,NA,NA,38.078624,-122.245761,Napa River,North Bay,Napa River,NPR,Mainstem,"MARE ISLAND, CA",9415218
NB-430,NB-430,NA,NA,38.070082,-122.242136,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-440,NB-440,NA,NA,38.062559,-122.230579,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-450,NB-450,NA,NA,38.061076,-122.241875,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-460,NB-460,NA,NA,38.067682,-122.253727,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-470,NB-470,NA,NA,38.056447,-122.254829,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-480,NB-480,NA,NA,38.063213,-122.264798,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-490,NB-490,NA,NA,38.048842,-122.265911,Carquinez Straight,North Bay,Carquinez Straight,CAR,Mainstem,"MARE ISLAND, CA",9415218
NB-500,NB-500,NA,NA,38.22802,-122.440831,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-510,NB-510,NA,NA,38.22591,-122.43824,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-520,NB-520,NA,NA,38.227759,-122.427631,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-522,NB-522,NA,NA,38.231017,-122.426891,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,"SONOMA CREEK, WINGO",9415447
NB-524,NB-524,NA,NA,38.235866,-122.431116,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,"SONOMA CREEK, WINGO",9415447
NB-530,NB-530,NA,NA,38.226577,-122.420745,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-540,NB-540,NA,NA,38.220628,-122.423021,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-542,NB-542,NA,NA,38.221119,-122.414949,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,"SONOMA CREEK, WINGO",9415447
NB-550,NB-550,NA,NA,38.214677,-122.425438,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-560,NB-560,NA,NA,38.211966,-122.416972,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-570,NB-570,NA,NA,38.208053,-122.408514,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-580,NB-580,NA,NA,38.203094,-122.399899,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,"SONOMA CREEK, WINGO",9415447
NB-590,NB-590,NA,NA,38.196604,-122.393108,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-592,NB-592,NA,NA,38.199766,-122.388073,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,Sonoma Creek Entrance,9415338
NB-600,NB-600,NA,NA,38.190556,-122.396434,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-610,NB-610,NA,NA,38.18863,-122.40728,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-620,NB-620,NA,NA,38.187371,-122.417542,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-621,NB-621,NA,NA,38.18971,-122.425179,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,Sonoma Creek Entrance,9415338
NB-623,NB-623,NA,NA,38.194848,-122.431259,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,Sonoma Creek Entrance,9415338
NB-625,NB-625,NA,NA,38.199771,-122.432625,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,Sonoma Creek Entrance,9415338
NB-627,NB-627,NA,NA,38.206794,-122.428377,Sonoma Creek,North Bay,Sonoma Creek,SON,Slough,Sonoma Creek Entrance,9415338
NB-630,NB-630,NA,NA,38.180793,-122.418642,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-640,NB-640,NA,NA,38.172111,-122.41573,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-650,NB-650,NA,NA,38.164493,-122.418564,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
NB-660,NB-660,NA,NA,38.161803,-122.414072,Sonoma Creek,North Bay,Sonoma Creek,SON,Mainstem,Sonoma Creek Entrance,9415338
