polstn,pol,stn,stn_no,lat,lon,tribmarsh,region,loc,loc_code,habitat,tidesta,station_name
NB-1291,NB-1291,NA,NA,37.883677,-122.362369,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1292,NB-1292,NA,NA,37.883735,-122.34817,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1293,NB-1293,NA,NA,37.883577,-122.326247,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1294,NB-1294,NA,NA,37.871509,-122.453589,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1295,NB-1295,NA,NA,37.873133,-122.438934,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1296,NB-1296,NA,NA,37.87354,-122.425465,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1297,NB-1297,NA,NA,37.873182,-122.412486,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1298,NB-1298,NA,NA,37.873205,-122.400295,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1299,NB-1299,NA,NA,37.873227,-122.387845,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-130,NB-130,NA,NA,38.29779,-122.28174,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-1300,NB-1300,NA,NA,37.873256,-122.375077,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1301,NB-1301,NA,NA,37.873312,-122.362311,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1302,NB-1302,NA,NA,37.873298,-122.348104,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1303,NB-1303,NA,NA,37.873463,-122.324857,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1304,NB-1304,NA,NA,37.863464,-122.453641,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1305,NB-1305,NA,NA,37.865257,-122.442183,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1306,NB-1306,NA,NA,37.863725,-122.412428,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1307,NB-1307,NA,NA,37.863767,-122.40028,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1308,NB-1308,NA,NA,37.863809,-122.38779,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1309,NB-1309,NA,NA,37.863859,-122.375027,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1310,NB-1310,NA,NA,37.863899,-122.36232,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1311,NB-1311,NA,NA,37.863945,-122.348079,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1312,NB-1312,NA,NA,37.864087,-122.326858,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1313,NB-1313,NA,NA,37.853642,-122.471214,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1314,NB-1314,NA,NA,37.853752,-122.453888,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1315,NB-1315,NA,NA,37.85306,-122.439121,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1316,NB-1316,NA,NA,37.851917,-122.425838,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1317,NB-1317,NA,NA,37.853914,-122.412368,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1318,NB-1318,NA,NA,37.853953,-122.400267,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1319,NB-1319,NA,NA,37.853993,-122.387736,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1320,NB-1320,NA,NA,37.854041,-122.374978,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1321,NB-1321,NA,NA,37.854083,-122.362319,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1322,NB-1322,NA,NA,37.854133,-122.348058,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1323,NB-1323,NA,NA,37.854174,-122.320434,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"ANGEL ISLAND, EAST GARRISON, S.F. Bay",9414818
NB-1324,NB-1324,NA,NA,37.843605,-122.470672,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1325,NB-1325,NA,NA,37.843473,-122.453811,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1326,NB-1326,NA,NA,37.843533,-122.438615,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1327,NB-1327,NA,NA,37.843583,-122.425471,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1328,NB-1328,NA,NA,37.843635,-122.41231,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1329,NB-1329,NA,NA,37.843674,-122.400253,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1330,NB-1330,NA,NA,37.843714,-122.387679,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1331,NB-1331,NA,NA,37.843763,-122.374927,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1332,NB-1332,NA,NA,37.843792,-122.362313,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1333,NB-1333,NA,NA,37.843844,-122.348036,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1334,NB-1334,NA,NA,37.843945,-122.319532,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1335,NB-1335,NA,NA,37.832772,-122.470308,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1336,NB-1336,NA,NA,37.833119,-122.453761,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1337,NB-1337,NA,NA,37.833144,-122.438559,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1338,NB-1338,NA,NA,37.833179,-122.425416,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1339,NB-1339,NA,NA,37.833188,-122.412269,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1340,NB-1340,NA,NA,37.833207,-122.40025,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1341,NB-1341,NA,NA,37.833231,-122.387658,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1342,NB-1342,NA,NA,37.833869,-122.375176,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1343,NB-1343,NA,NA,37.833343,-122.362212,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1344,NB-1344,NA,NA,37.833299,-122.348031,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1345,NB-1345,NA,NA,37.833324,-122.33327,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1346,NB-1346,NA,NA,37.833078,-122.311549,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1347,NB-1347,NA,NA,37.82175,-122.520822,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1348,NB-1348,NA,NA,37.821573,-122.509581,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1349,NB-1349,NA,NA,37.821135,-122.497709,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1350,NB-1350,NA,NA,37.8226,-122.485768,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1351,NB-1351,NA,NA,37.823233,-122.470951,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1352,NB-1352,NA,NA,37.823249,-122.453746,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1353,NB-1353,NA,NA,37.823255,-122.438551,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1354,NB-1354,NA,NA,37.823151,-122.425508,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1355,NB-1355,NA,NA,37.823263,-122.412284,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1356,NB-1356,NA,NA,37.823265,-122.400261,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1357,NB-1357,NA,NA,37.82327,-122.387659,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1358,NB-1358,NA,NA,37.822733,-122.377957,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1359,NB-1359,NA,NA,37.823416,-122.360642,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1360,NB-1360,NA,NA,37.823357,-122.348135,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1361,NB-1361,NA,NA,37.824165,-122.333476,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1362,NB-1362,NA,NA,37.82934,-122.310392,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1363,NB-1363,NA,NA,37.810509,-122.544306,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1364,NB-1364,NA,NA,37.811954,-122.533466,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1365,NB-1365,NA,NA,37.813861,-122.521284,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1366,NB-1366,NA,NA,37.813865,-122.509292,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1367,NB-1367,NA,NA,37.813868,-122.498227,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1368,NB-1368,NA,NA,37.813873,-122.485722,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1369,NB-1369,NA,NA,37.813922,-122.470896,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1370,NB-1370,NA,NA,37.813882,-122.453725,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1371,NB-1371,NA,NA,37.813888,-122.43854,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1372,NB-1372,NA,NA,37.813928,-122.425474,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1373,NB-1373,NA,NA,37.814015,-122.412249,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1374,NB-1374,NA,NA,37.813902,-122.400262,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1375,NB-1375,NA,NA,37.813903,-122.387656,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1376,NB-1376,NA,NA,37.813872,-122.376342,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1377,NB-1377,NA,NA,37.814402,-122.362781,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1378,NB-1378,NA,NA,37.801274,-122.577456,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1379,NB-1379,NA,NA,37.802746,-122.566673,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1380,NB-1380,NA,NA,37.80415,-122.555949,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1381,NB-1381,NA,NA,37.804476,-122.545255,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1382,NB-1382,NA,NA,37.804476,-122.533777,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1383,NB-1383,NA,NA,37.804476,-122.521285,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1384,NB-1384,NA,NA,37.804476,-122.509292,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1385,NB-1385,NA,NA,37.804476,-122.498228,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1386,NB-1386,NA,NA,37.804535,-122.485849,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1387,NB-1387,NA,NA,37.807155,-122.466239,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1388,NB-1388,NA,NA,37.807239,-122.454485,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1389,NB-1389,NA,NA,37.883322,-122.485802,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1390,NB-1390,NA,NA,37.873867,-122.501156,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1391,NB-1391,NA,NA,37.873298,-122.485803,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1392,NB-1392,NA,NA,37.864114,-122.485301,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1393,NB-1393,NA,NA,37.863564,-122.47122,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1394,NB-1394,NA,NA,37.814434,-122.347963,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1395,NB-1395,NA,NA,37.815413,-122.333298,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1396,NB-1396,NA,NA,37.816618,-122.31872,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1397,NB-1397,NA,NA,37.805032,-122.39915,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1398,NB-1398,NA,NA,37.804376,-122.387649,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1399,NB-1399,NA,NA,37.804347,-122.374915,Central San Francisco Bay,Central Bay,Central Bay,CBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-140,NB-140,NA,NA,38.290233,-122.282519,Napa River,North Bay,Napa River,NPR,Mainstem,"NAPA, NAPA RIVER",9415623
NB-1400,NB-1400,NA,NA,37.804228,-122.362164,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1401,NB-1401,NA,NA,37.804513,-122.348166,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1402,NB-1402,NA,NA,37.803108,-122.332968,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1403,NB-1403,NA,NA,37.795104,-122.387138,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1404,NB-1404,NA,NA,37.794872,-122.374873,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1405,NB-1405,NA,NA,37.794876,-122.362322,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1406,NB-1406,NA,NA,37.794876,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1407,NB-1407,NA,NA,37.795029,-122.334079,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1408,NB-1408,NA,NA,37.785991,-122.384133,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1409,NB-1409,NA,NA,37.786024,-122.374877,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1410,NB-1410,NA,NA,37.786025,-122.362322,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1411,NB-1411,NA,NA,37.786024,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1412,NB-1412,NA,NA,37.786087,-122.335758,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1413,NB-1413,NA,NA,37.776789,-122.3877,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1414,NB-1414,NA,NA,37.777244,-122.374875,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1415,NB-1415,NA,NA,37.777244,-122.362322,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1416,NB-1416,NA,NA,37.777244,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1417,NB-1417,NA,NA,37.777191,-122.3333,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1418,NB-1418,NA,NA,37.776529,-122.320881,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1419,NB-1419,NA,NA,37.776215,-122.308604,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1420,NB-1420,NA,NA,37.767831,-122.383829,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1421,NB-1421,NA,NA,37.76783,-122.374861,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1422,NB-1422,NA,NA,37.767822,-122.362322,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1423,NB-1423,NA,NA,37.767821,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1424,NB-1424,NA,NA,37.767821,-122.333242,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1425,NB-1425,NA,NA,37.767822,-122.320589,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1426,NB-1426,NA,NA,37.767806,-122.30911,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1427,NB-1427,NA,NA,37.767368,-122.298143,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1428,NB-1428,NA,NA,37.758183,-122.374739,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1429,NB-1429,NA,NA,37.758256,-122.362322,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1430,NB-1430,NA,NA,37.758256,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1431,NB-1431,NA,NA,37.758256,-122.333238,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1432,NB-1432,NA,NA,37.758256,-122.320586,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1433,NB-1433,NA,NA,37.758256,-122.309093,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1434,NB-1434,NA,NA,37.758256,-122.298032,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1435,NB-1435,NA,NA,37.758256,-122.286796,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1436,NB-1436,NA,NA,37.758097,-122.27427,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1437,NB-1437,NA,NA,37.749104,-122.374048,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1438,NB-1438,NA,NA,37.748834,-122.362322,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1439,NB-1439,NA,NA,37.748833,-122.348045,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1440,NB-1440,NA,NA,37.748833,-122.333233,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1441,NB-1441,NA,NA,37.748834,-122.320583,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1442,NB-1442,NA,NA,37.748833,-122.309093,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1443,NB-1443,NA,NA,37.748834,-122.298033,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
NB-1444,NB-1444,NA,NA,37.748833,-122.286797,South San Francisco Bay,South Bay,South Bay,SBY,Open Bay,"NORTH PONT [PIER 41], S.F. Bay",9414305
